 Radio 	 Ic 
 0,23 	 7,68 
 0,23 	 7,68 
 0,23 	 7,69 
 0,23 	 7,69 
 0,23 	 7,69 
 0,23 	 7,70 
 0,23 	 7,70 
 0,23 	 7,70 
 0,23 	 7,71 
 0,23 	 7,71 
 0,23 	 7,71 
 0,23 	 7,72 
 0,23 	 7,72 
 0,23 	 7,72 
 0,23 	 7,73 
 0,23 	 7,73 
 0,23 	 7,73 
 0,23 	 7,74 
 0,23 	 7,74 
 0,23 	 7,74 
 0,24 	 7,75 
 0,24 	 7,75 
 0,24 	 7,75 
 0,24 	 7,76 
 0,24 	 7,76 
 0,24 	 7,76 
 0,24 	 7,77 
 0,24 	 7,77 
 0,24 	 7,77 
 0,24 	 7,78 
 0,24 	 7,78 
 0,24 	 7,79 
 0,24 	 7,79 
 0,24 	 7,79 
 0,24 	 7,80 
 0,24 	 7,80 
 0,24 	 7,80 
 0,24 	 7,81 
 0,24 	 7,81 
 0,24 	 7,81 
 0,24 	 7,82 
 0,24 	 7,82 
 0,24 	 7,82 
 0,24 	 7,83 
 0,24 	 7,83 
 0,24 	 7,83 
 0,24 	 7,84 
 0,24 	 7,84 
 0,24 	 7,84 
 0,24 	 7,85 
 0,24 	 7,85 
 0,24 	 7,85 
 0,24 	 7,86 
 0,24 	 7,86 
 0,24 	 7,86 
 0,24 	 7,87 
 0,24 	 7,87 
 0,24 	 7,87 
 0,24 	 7,88 
 0,24 	 7,88 
 0,24 	 7,88 
 0,24 	 7,89 
 0,24 	 7,89 
 0,24 	 7,89 
 0,24 	 7,90 
 0,24 	 7,90 
 0,24 	 7,90 
 0,24 	 7,91 
 0,24 	 7,91 
 0,24 	 7,92 
 0,24 	 7,92 
 0,24 	 7,92 
 0,24 	 7,93 
 0,24 	 7,93 
 0,24 	 7,93 
 0,24 	 7,94 
 0,24 	 7,94 
 0,24 	 7,94 
 0,24 	 7,95 
 0,24 	 7,95 
 0,24 	 7,95 
 0,24 	 7,96 
 0,24 	 7,96 
 0,24 	 7,96 
 0,24 	 7,97 
 0,24 	 7,97 
 0,24 	 7,97 
 0,24 	 7,98 
 0,24 	 7,98 
 0,24 	 7,98 
 0,24 	 7,99 
 0,24 	 7,99 
 0,24 	 7,99 
 0,24 	 8,00 
 0,24 	 8,00 
 0,24 	 8,00 
 0,24 	 8,01 
 0,24 	 8,01 
 0,24 	 8,01 
 0,24 	 8,02 
 0,24 	 8,02 
 0,24 	 8,02 
 0,24 	 8,03 
 0,24 	 8,03 
 0,24 	 8,03 
 0,24 	 8,04 
 0,24 	 8,04 
 0,24 	 8,05 
 0,24 	 8,05 
 0,24 	 8,05 
 0,24 	 8,06 
 0,24 	 8,06 
 0,24 	 8,06 
 0,24 	 8,07 
 0,24 	 8,07 
 0,24 	 8,07 
 0,24 	 8,08 
 0,24 	 8,08 
 0,24 	 8,08 
 0,24 	 8,09 
 0,25 	 8,09 
 0,25 	 8,09 
 0,25 	 8,10 
 0,25 	 8,10 
 0,25 	 8,10 
 0,25 	 8,11 
 0,25 	 8,11 
 0,25 	 8,11 
 0,25 	 8,12 
 0,25 	 8,12 
 0,25 	 8,12 
 0,25 	 8,13 
 0,25 	 8,13 
 0,25 	 8,13 
 0,25 	 8,14 
 0,25 	 8,14 
 0,25 	 8,14 
 0,25 	 8,15 
 0,25 	 8,15 
 0,25 	 8,15 
 0,25 	 8,16 
 0,25 	 8,16 
 0,25 	 8,17 
 0,25 	 8,17 
 0,25 	 8,17 
 0,25 	 8,18 
 0,25 	 8,18 
 0,25 	 8,18 
 0,25 	 8,19 
 0,25 	 8,19 
 0,25 	 8,19 
 0,25 	 8,20 
 0,25 	 8,20 
 0,25 	 8,20 
 0,25 	 8,21 
 0,25 	 8,21 
 0,25 	 8,21 
 0,25 	 8,22 
 0,25 	 8,22 
 0,25 	 8,22 
 0,25 	 8,23 
 0,25 	 8,23 
 0,25 	 8,23 
 0,25 	 8,24 
 0,25 	 8,24 
 0,25 	 8,24 
 0,25 	 8,25 
 0,25 	 8,25 
 0,25 	 8,25 
 0,25 	 8,26 
 0,25 	 8,26 
 0,25 	 8,26 
 0,25 	 8,27 
 0,25 	 8,27 
 0,25 	 8,28 
 0,25 	 8,28 
 0,25 	 8,28 
 0,25 	 8,29 
 0,25 	 8,29 
 0,25 	 8,29 
 0,25 	 8,30 
 0,25 	 8,30 
 0,25 	 8,30 
 0,25 	 8,31 
 0,25 	 8,31 
 0,25 	 8,31 
 0,25 	 8,32 
 0,25 	 8,32 
 0,25 	 8,32 
 0,25 	 8,33 
 0,25 	 8,33 
 0,25 	 8,33 
 0,25 	 8,34 
 0,25 	 8,34 
 0,25 	 8,34 
 0,25 	 8,35 
 0,25 	 8,35 
 0,25 	 8,35 
 0,25 	 8,36 
 0,25 	 8,36 
 0,25 	 8,36 
 0,25 	 8,37 
 0,25 	 8,37 
 0,25 	 8,37 
 0,25 	 8,38 
 0,25 	 8,38 
 0,25 	 8,39 
 0,25 	 8,39 
 0,25 	 8,39 
 0,25 	 8,40 
 0,25 	 8,40 
 0,25 	 8,40 
 0,25 	 8,41 
 0,25 	 8,41 
 0,25 	 8,41 
 0,25 	 8,42 
 0,25 	 8,42 
 0,25 	 8,42 
 0,25 	 8,43 
 0,25 	 8,43 
 0,26 	 8,43 
 0,26 	 8,44 
 0,26 	 8,44 
 0,26 	 8,44 
 0,26 	 8,45 
 0,26 	 8,45 
 0,26 	 8,45 
 0,26 	 8,46 
 0,26 	 8,46 
 0,26 	 8,46 
 0,26 	 8,47 
 0,26 	 8,47 
 0,26 	 8,47 
 0,26 	 8,48 
 0,26 	 8,48 
 0,26 	 8,48 
 0,26 	 8,49 
 0,26 	 8,49 
 0,26 	 8,50 
 0,26 	 8,50 
 0,26 	 8,50 
 0,26 	 8,51 
 0,26 	 8,51 
 0,26 	 8,51 
 0,26 	 8,52 
 0,26 	 8,52 
 0,26 	 8,52 
 0,26 	 8,53 
 0,26 	 8,53 
 0,26 	 8,53 
 0,26 	 8,54 
 0,26 	 8,54 
 0,26 	 8,54 
 0,26 	 8,55 
 0,26 	 8,55 
 0,26 	 8,55 
 0,26 	 8,56 
 0,26 	 8,56 
 0,26 	 8,56 
 0,26 	 8,57 
 0,26 	 8,57 
 0,26 	 8,57 
 0,26 	 8,58 
 0,26 	 8,58 
 0,26 	 8,58 
 0,26 	 8,59 
 0,26 	 8,59 
 0,26 	 8,60 
 0,26 	 8,60 
 0,26 	 8,60 
 0,26 	 8,61 
 0,26 	 8,61 
 0,26 	 8,61 
 0,26 	 8,62 
 0,26 	 8,62 
 0,26 	 8,62 
 0,26 	 8,63 
 0,26 	 8,63 
 0,26 	 8,63 
 0,26 	 8,64 
 0,26 	 8,64 
 0,26 	 8,64 
 0,26 	 8,65 
 0,26 	 8,65 
 0,26 	 8,65 
 0,26 	 8,66 
 0,26 	 8,66 
 0,26 	 8,66 
 0,26 	 8,67 
 0,26 	 8,67 
 0,26 	 8,67 
 0,26 	 8,68 
 0,26 	 8,68 
 0,26 	 8,69 
 0,26 	 8,69 
 0,26 	 8,69 
 0,26 	 8,70 
 0,26 	 8,70 
 0,26 	 8,70 
 0,26 	 8,71 
 0,26 	 8,71 
 0,26 	 8,71 
 0,26 	 8,72 
 0,26 	 8,72 
 0,26 	 8,72 
 0,26 	 8,73 
 0,26 	 8,73 
 0,26 	 8,73 
 0,26 	 8,74 
 0,26 	 8,74 
 0,26 	 8,74 
 0,26 	 8,75 
 0,26 	 8,75 
 0,26 	 8,75 
 0,26 	 8,76 
 0,26 	 8,76 
 0,26 	 8,76 
 0,26 	 8,77 
 0,26 	 8,77 
 0,26 	 8,77 
 0,27 	 8,78 
 0,27 	 8,78 
 0,27 	 8,79 
 0,27 	 8,79 
 0,27 	 8,79 
 0,27 	 8,80 
 0,27 	 8,80 
 0,27 	 8,80 
 0,27 	 8,81 
 0,27 	 8,81 
 0,27 	 8,81 
 0,27 	 8,82 
 0,27 	 8,82 
 0,27 	 8,82 
 0,27 	 8,83 
 0,27 	 8,83 
 0,27 	 8,83 
 0,27 	 8,84 
 0,27 	 8,84 
 0,27 	 8,84 
 0,27 	 8,85 
 0,27 	 8,85 
 0,27 	 8,85 
 0,27 	 8,86 
 0,27 	 8,86 
 0,27 	 8,86 
 0,27 	 8,87 
 0,27 	 8,87 
 0,27 	 8,88 
 0,27 	 8,88 
 0,27 	 8,88 
 0,27 	 8,89 
 0,27 	 8,89 
 0,27 	 8,89 
 0,27 	 8,90 
 0,27 	 8,90 
 0,27 	 8,90 
 0,27 	 8,91 
 0,27 	 8,91 
 0,27 	 8,91 
 0,27 	 8,92 
 0,27 	 8,92 
 0,27 	 8,92 
 0,27 	 8,93 
 0,27 	 8,93 
 0,27 	 8,93 
 0,27 	 8,94 
 0,27 	 8,94 
 0,27 	 8,94 
 0,27 	 8,95 
 0,27 	 8,95 
 0,27 	 8,96 
 0,27 	 8,96 
 0,27 	 8,96 
 0,27 	 8,97 
 0,27 	 8,97 
 0,27 	 8,97 
 0,27 	 8,98 
 0,27 	 8,98 
 0,27 	 8,98 
 0,27 	 8,99 
 0,27 	 8,99 
 0,27 	 8,99 
 0,27 	 9,00 
 0,27 	 9,00 
 0,27 	 9,00 
 0,27 	 9,01 
 0,27 	 9,01 
 0,27 	 9,01 
 0,27 	 9,02 
 0,27 	 9,02 
 0,27 	 9,02 
 0,27 	 9,03 
 0,27 	 9,03 
 0,27 	 9,03 
 0,27 	 9,04 
 0,27 	 9,04 
 0,27 	 9,05 
 0,27 	 9,05 
 0,27 	 9,05 
 0,27 	 9,06 
 0,27 	 9,06 
 0,27 	 9,06 
 0,27 	 9,07 
 0,27 	 9,07 
 0,27 	 9,07 
 0,27 	 9,08 
 0,27 	 9,08 
 0,27 	 9,08 
 0,27 	 9,09 
 0,27 	 9,09 
 0,27 	 9,09 
 0,27 	 9,10 
 0,27 	 9,10 
 0,27 	 9,10 
 0,27 	 9,11 
 0,27 	 9,11 
 0,27 	 9,11 
 0,27 	 9,12 
 0,27 	 9,12 
 0,28 	 9,13 
 0,28 	 9,13 
 0,28 	 9,13 
 0,28 	 9,14 
 0,28 	 9,14 
 0,28 	 9,14 
 0,28 	 9,15 
 0,28 	 9,15 
 0,28 	 9,15 
 0,28 	 9,16 
 0,28 	 9,16 
 0,28 	 9,16 
 0,28 	 9,17 
 0,28 	 9,17 
 0,28 	 9,17 
 0,28 	 9,18 
 0,28 	 9,18 
 0,28 	 9,18 
 0,28 	 9,19 
 0,28 	 9,19 
 0,28 	 9,19 
 0,28 	 9,20 
 0,28 	 9,20 
 0,28 	 9,21 
 0,28 	 9,21 
 0,28 	 9,21 
 0,28 	 9,22 
 0,28 	 9,22 
 0,28 	 9,22 
 0,28 	 9,23 
 0,28 	 9,23 
 0,28 	 9,23 
 0,28 	 9,24 
 0,28 	 9,24 
 0,28 	 9,24 
 0,28 	 9,25 
 0,28 	 9,25 
 0,28 	 9,25 
 0,28 	 9,26 
 0,28 	 9,26 
 0,28 	 9,26 
 0,28 	 9,27 
 0,28 	 9,27 
 0,28 	 9,27 
 0,28 	 9,28 
 0,28 	 9,28 
 0,28 	 9,29 
 0,28 	 9,29 
 0,28 	 9,29 
 0,28 	 9,30 
 0,28 	 9,30 
 0,28 	 9,30 
 0,28 	 9,31 
 0,28 	 9,31 
 0,28 	 9,31 
 0,28 	 9,32 
 0,28 	 9,32 
 0,28 	 9,32 
 0,28 	 9,33 
 0,28 	 9,33 
 0,28 	 9,33 
 0,28 	 9,34 
 0,28 	 9,34 
 0,28 	 9,34 
 0,28 	 9,35 
 0,28 	 9,35 
 0,28 	 9,36 
 0,28 	 9,36 
 0,28 	 9,36 
 0,28 	 9,37 
 0,28 	 9,37 
 0,28 	 9,37 
 0,28 	 9,38 
 0,28 	 9,38 
 0,28 	 9,38 
 0,28 	 9,39 
 0,28 	 9,39 
 0,28 	 9,39 
 0,28 	 9,40 
 0,28 	 9,40 
 0,28 	 9,40 
 0,28 	 9,41 
 0,28 	 9,41 
 0,28 	 9,41 
 0,28 	 9,42 
 0,28 	 9,42 
 0,28 	 9,42 
 0,28 	 9,43 
 0,28 	 9,43 
 0,28 	 9,44 
 0,28 	 9,44 
 0,28 	 9,44 
 0,28 	 9,45 
 0,28 	 9,45 
 0,28 	 9,45 
 0,28 	 9,46 
 0,28 	 9,46 
 0,28 	 9,46 
 0,28 	 9,47 
 0,28 	 9,47 
 0,29 	 9,47 
 0,29 	 9,48 
 0,29 	 9,48 
 0,29 	 9,48 
 0,29 	 9,49 
 0,29 	 9,49 
 0,29 	 9,49 
 0,29 	 9,50 
 0,29 	 9,50 
 0,29 	 9,51 
 0,29 	 9,51 
 0,29 	 9,51 
 0,29 	 9,52 
 0,29 	 9,52 
 0,29 	 9,52 
 0,29 	 9,53 
 0,29 	 9,53 
 0,29 	 9,53 
 0,29 	 9,54 
 0,29 	 9,54 
 0,29 	 9,54 
 0,29 	 9,55 
 0,29 	 9,55 
 0,29 	 9,55 
 0,29 	 9,56 
 0,29 	 9,56 
 0,29 	 9,56 
 0,29 	 9,57 
 0,29 	 9,57 
 0,29 	 9,58 
 0,29 	 9,58 
 0,29 	 9,58 
 0,29 	 9,59 
 0,29 	 9,59 
 0,29 	 9,59 
 0,29 	 9,60 
 0,29 	 9,60 
 0,29 	 9,60 
 0,29 	 9,61 
 0,29 	 9,61 
 0,29 	 9,61 
 0,29 	 9,62 
 0,29 	 9,62 
 0,29 	 9,62 
 0,29 	 9,63 
 0,29 	 9,63 
 0,29 	 9,63 
 0,29 	 9,64 
 0,29 	 9,64 
 0,29 	 9,65 
 0,29 	 9,65 
 0,29 	 9,65 
 0,29 	 9,66 
 0,29 	 9,66 
 0,29 	 9,66 
 0,29 	 9,67 
 0,29 	 9,67 
 0,29 	 9,67 
 0,29 	 9,68 
 0,29 	 9,68 
 0,29 	 9,68 
 0,29 	 9,69 
 0,29 	 9,69 
 0,29 	 9,69 
 0,29 	 9,70 
 0,29 	 9,70 
 0,29 	 9,70 
 0,29 	 9,71 
 0,29 	 9,71 
 0,29 	 9,72 
 0,29 	 9,72 
 0,29 	 9,72 
 0,29 	 9,73 
 0,29 	 9,73 
 0,29 	 9,73 
 0,29 	 9,74 
 0,29 	 9,74 
 0,29 	 9,74 
 0,29 	 9,75 
 0,29 	 9,75 
 0,29 	 9,75 
 0,29 	 9,76 
 0,29 	 9,76 
 0,29 	 9,76 
 0,29 	 9,77 
 0,29 	 9,77 
 0,29 	 9,77 
 0,29 	 9,78 
 0,29 	 9,78 
 0,29 	 9,79 
 0,29 	 9,79 
 0,29 	 9,79 
 0,29 	 9,80 
 0,29 	 9,80 
 0,29 	 9,80 
 0,29 	 9,81 
 0,29 	 9,81 
 0,29 	 9,81 
 0,29 	 9,82 
 0,29 	 9,82 
 0,30 	 9,82 
 0,30 	 9,83 
 0,30 	 9,83 
 0,30 	 9,83 
 0,30 	 9,84 
 0,30 	 9,84 
 0,30 	 9,85 
 0,30 	 9,85 
 0,30 	 9,85 
 0,30 	 9,86 
 0,30 	 9,86 
 0,30 	 9,86 
 0,30 	 9,87 
 0,30 	 9,87 
 0,30 	 9,87 
 0,30 	 9,88 
 0,30 	 9,88 
 0,30 	 9,88 
 0,30 	 9,89 
 0,30 	 9,89 
 0,30 	 9,89 
 0,30 	 9,90 
 0,30 	 9,90 
 0,30 	 9,90 
 0,30 	 9,91 
 0,30 	 9,91 
 0,30 	 9,92 
 0,30 	 9,92 
 0,30 	 9,92 
 0,30 	 9,93 
 0,30 	 9,93 
 0,30 	 9,93 
 0,30 	 9,94 
 0,30 	 9,94 
 0,30 	 9,94 
 0,30 	 9,95 
 0,30 	 9,95 
 0,30 	 9,95 
 0,30 	 9,96 
 0,30 	 9,96 
 0,30 	 9,96 
 0,30 	 9,97 
 0,30 	 9,97 
 0,30 	 9,98 
 0,30 	 9,98 
 0,30 	 9,98 
 0,30 	 9,99 
 0,30 	 9,99 
 0,30 	 9,99 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,30 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,31 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,32 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,33 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,34 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
 0,35 	 10,00 
